step,agent,post,peers,perspective,tokens,polarity,salience
14,0,"{'text': ""If you're going to make voting compulsory, you should do it in a way that doesn't infringe on the right to abstain from voting.""}","[0, 1]","[(13, 0), (13, 1), (12, 0), (12, 1), (12, 3), (11, 0), (11, 8), (10, 0), (9, 0)]","[1532, 345, 821, 1016, 284, 787, 6709, 31967, 11, 345, 815, 466, 340, 287, 257, 835, 326, 1595, 470, 14020, 68, 319, 262, 826, 284, 16552, 391, 422, 6709, 13]",0.4516862299411093,4.141367859079995
14,1,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[0, 1]","[(13, 0), (13, 1), (12, 0), (12, 1), (12, 3), (11, 1), (11, 3), (10, 1), (9, 1), (5, 0)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.4545662084848542,3.9690100426155577
14,2,"{'text': 'If you want to increase the number of people who participate in politics, you need to make voting compulsory.'}",[2],"[(13, 2), (12, 2), (12, 8), (11, 2), (9, 2)]","[1532, 345, 765, 284, 2620, 262, 1271, 286, 661, 508, 8277, 287, 4819, 11, 345, 761, 284, 787, 6709, 31967, 13]",0.4637840366187243,4.2098524145938905
14,3,"{'text': 'If you want to make voting compulsory for everyone, why not make it compulsory for everyone who can afford to pay for it?'}",[3],"[(13, 3), (12, 0), (12, 1), (11, 1), (11, 3)]","[1532, 345, 765, 284, 787, 6709, 31967, 329, 2506, 11, 1521, 407, 787, 340, 31967, 329, 2506, 508, 460, 5368, 284, 1414, 329, 340, 30]",0.47054567756903803,4.527572441721377
14,4,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}",[4],"[(13, 4), (12, 4), (11, 4), (9, 4)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.4722910405463112,4.2760829024707725
14,5,"{'text': 'I\'m not interested in politics, so why should I vote?"" ""I\'m not interested in politics, so why should I vote?"" ""I\'m not interested in politics, so why should I...'}",[5],"[(13, 5), (12, 5), (11, 5), (8, 5)]","[40, 1101, 407, 4609, 287, 4819, 11, 523, 1521, 815, 314, 3015, 1701, 366, 40, 1101, 407, 4609, 287, 4819, 11, 523, 1521, 815, 314, 3015, 1701, 366, 40, 1101, 407, 4609, 287, 4819, 11, 523, 1521, 815, 314, 986]",0.5098461270006893,6.813900969874385
14,6,{'text': 'I more or less agree with what my peers are saying here.'},[6],"[(13, 6), (12, 6)]","[40, 517, 393, 1342, 4236, 351, 644, 616, 14495, 389, 2282, 994, 13]",0.48082706491586125,4.180650991451009
14,7,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}",[7],"[(13, 7), (12, 7), (10, 7)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.4790876817824216,4.174155779723994
14,8,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}",[8],"[(13, 8), (12, 2), (12, 8), (11, 0), (11, 8), (10, 8), (9, 8)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.4724267909440134,4.377472703735959
14,9,"{'text': ""If we're going to make voting compulsory, we should make it compulsory for all citizens.""}",[9],"[(13, 9), (12, 9), (11, 9), (10, 9), (9, 2)]","[1532, 356, 821, 1016, 284, 787, 6709, 31967, 11, 356, 815, 787, 340, 31967, 329, 477, 4290, 13]",0.4592550637917714,4.436228098464561
15,0,"{'text': ""If we are going to make voting compulsory, we should do it in a way that doesn't infringe on the right to abstain from voting.""}",[0],"[(14, 0), (13, 0), (13, 1), (12, 0), (12, 1), (12, 3), (11, 8), (10, 0)]","[1532, 356, 389, 1016, 284, 787, 6709, 31967, 11, 356, 815, 466, 340, 287, 257, 835, 326, 1595, 470, 14020, 68, 319, 262, 826, 284, 16552, 391, 422, 6709, 13]",0.4539590424042511,4.183174125208778
15,1,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}",[1],"[(14, 1), (13, 0), (12, 1), (12, 3), (11, 1), (11, 3), (9, 1)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.4747115694095558,4.064121229110388
15,2,"{'text': 'If you want to increase the number of people who participate in politics, you need to make voting compulsory.'}",[2],"[(14, 2), (13, 2), (12, 2), (12, 8), (9, 2)]","[1532, 345, 765, 284, 2620, 262, 1271, 286, 661, 508, 8277, 287, 4819, 11, 345, 761, 284, 787, 6709, 31967, 13]",0.4619134706287776,4.283903791915749
15,3,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[3, 4, 8]","[(14, 3), (14, 4), (14, 8), (13, 3), (12, 0), (12, 1), (11, 1), (11, 3)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.47677543005992784,4.568673231935783
15,4,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[3, 4, 8]","[(14, 3), (14, 4), (14, 8), (11, 4)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.45821966365374184,3.9419362181840976
15,5,"{'text': 'I\'m not interested in politics, so why should I vote?"" ""I\'m not interested in politics, so why should I vote?"" ""I\'m not interested in politics, so why should I...'}",[5],"[(14, 5), (13, 5), (12, 5), (11, 5), (8, 5)]","[40, 1101, 407, 4609, 287, 4819, 11, 523, 1521, 815, 314, 3015, 1701, 366, 40, 1101, 407, 4609, 287, 4819, 11, 523, 1521, 815, 314, 3015, 1701, 366, 40, 1101, 407, 4609, 287, 4819, 11, 523, 1521, 815, 314, 986]",0.5010303986487271,7.359840323287651
15,6,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[6, 7]","[(14, 6), (14, 7), (13, 6), (12, 6)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.47518510033572264,4.123238555057494
15,7,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[6, 7]","[(14, 6), (14, 7), (13, 7), (12, 7)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.47596676234524843,4.059020946589946
15,8,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[3, 4, 8]","[(14, 3), (14, 4), (14, 8), (13, 8), (12, 2), (12, 8), (11, 8), (9, 8)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.4667049566045436,4.328494998642672
15,9,"{'text': ""If we're going to make voting compulsory, we should make it compulsory for all citizens.""}",[9],"[(14, 9), (13, 9), (12, 9), (10, 9), (9, 2)]","[1532, 356, 821, 1016, 284, 787, 6709, 31967, 11, 356, 815, 787, 340, 31967, 329, 477, 4290, 13]",0.4486373338468097,4.241888491491108
16,0,"{'text': ""If we are going to make voting compulsory, we should do it in a way that doesn't infringe on the right to abstain from voting.""}",[0],"[(15, 0), (14, 0), (13, 0), (13, 1), (12, 0), (12, 1), (12, 3), (10, 0)]","[1532, 356, 389, 1016, 284, 787, 6709, 31967, 11, 356, 815, 466, 340, 287, 257, 835, 326, 1595, 470, 14020, 68, 319, 262, 826, 284, 16552, 391, 422, 6709, 13]",0.45310361040760366,4.249302371916038
16,1,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[1, 6, 7]","[(15, 1), (15, 6), (15, 7), (13, 0), (12, 1), (12, 3), (11, 1), (11, 3), (9, 1)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.47229150459125896,4.059999124548662
16,2,"{'text': ""If we're going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}",[2],"[(15, 2), (14, 2), (13, 2), (12, 2), (12, 8)]","[1532, 356, 821, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.48743626905903015,4.039860781693256
16,3,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[3, 6, 7]","[(15, 3), (15, 6), (15, 7), (14, 3), (14, 4), (14, 8), (13, 3), (11, 1), (11, 3)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.4732682781821665,4.729503148404197
16,4,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}",[4],"[(15, 4), (14, 3), (14, 4), (14, 8)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.47410809867855,4.214116735870721
16,5,"{'text': 'I\'m not interested in politics, so why should I vote?"" ""I\'m not interested in politics, so why should I vote?"" ""I\'m not interested in politics, so why should I...'}",[5],"[(15, 5), (14, 5), (13, 5), (12, 5), (11, 5), (8, 5)]","[40, 1101, 407, 4609, 287, 4819, 11, 523, 1521, 815, 314, 3015, 1701, 366, 40, 1101, 407, 4609, 287, 4819, 11, 523, 1521, 815, 314, 3015, 1701, 366, 40, 1101, 407, 4609, 287, 4819, 11, 523, 1521, 815, 314, 986]",0.4974923636902354,7.7148821488252155
16,6,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[1, 3, 6, 7]","[(15, 1), (15, 3), (15, 6), (15, 7), (14, 6), (14, 7), (13, 6), (12, 6)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.4666454230492579,4.019569528550646
16,7,"{'text': ""If you are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[1, 3, 6, 7]","[(15, 1), (15, 3), (15, 6), (15, 7), (14, 7), (13, 7)]","[1532, 345, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.4734752845274861,4.212740355736092
16,8,{'text': 'I more or less agree with what my peers are saying here.'},[8],"[(15, 8), (14, 4), (14, 8), (13, 8), (12, 2), (12, 8), (11, 8)]","[40, 517, 393, 1342, 4236, 351, 644, 616, 14495, 389, 2282, 994, 13]",0.465961409268868,4.301841785843287
16,9,"{'text': ""I don't think it's a good idea to make voting compulsory for all citizens.""}",[9],"[(15, 9), (14, 9), (13, 9), (12, 9)]","[40, 836, 470, 892, 340, 338, 257, 922, 2126, 284, 787, 6709, 31967, 329, 477, 4290, 13]",0.49214226564941266,3.9240085118904284
17,0,"{'text': ""If we are going to make voting compulsory, we should do it in a way that doesn't infringe on the right to abstain from voting.""}",[0],"[(16, 0), (15, 0), (13, 1), (12, 1), (10, 0)]","[1532, 356, 389, 1016, 284, 787, 6709, 31967, 11, 356, 815, 466, 340, 287, 257, 835, 326, 1595, 470, 14020, 68, 319, 262, 826, 284, 16552, 391, 422, 6709, 13]",0.4603649305382092,4.140366940145258
17,1,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[1, 3, 4, 7]","[(16, 1), (16, 3), (16, 4), (16, 7), (15, 1), (15, 7), (13, 0), (12, 1), (12, 3), (11, 1), (11, 3)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.4532246415648295,4.3536430880729196
17,2,"{'text': ""If we're going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}",[2],"[(16, 2), (15, 2), (13, 2), (12, 2), (12, 8)]","[1532, 356, 821, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.47831336507639155,4.1288281667332045
17,3,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[1, 3, 4, 7]","[(16, 1), (16, 3), (16, 4), (16, 7), (15, 3), (14, 3), (14, 4), (14, 8), (13, 3), (11, 3)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.47182918268628266,4.722755331044407
17,4,{'text': 'I more or less agree with what my peers are saying here.'},"[1, 3, 4, 7]","[(16, 1), (16, 3), (16, 4), (16, 7), (15, 4), (14, 3), (14, 4), (14, 8)]","[40, 517, 393, 1342, 4236, 351, 644, 616, 14495, 389, 2282, 994, 13]",0.47095036276703883,4.1769489166633385
17,5,"{'text': 'I\'m not interested in politics, so why should I vote?"" ""I\'m not interested in politics, so why should I vote?"" ""I\'m not interested in politics, so why should I...'}",[5],"[(16, 5), (15, 5), (14, 5), (13, 5), (12, 5), (11, 5)]","[40, 1101, 407, 4609, 287, 4819, 11, 523, 1521, 815, 314, 3015, 1701, 366, 40, 1101, 407, 4609, 287, 4819, 11, 523, 1521, 815, 314, 3015, 1701, 366, 40, 1101, 407, 4609, 287, 4819, 11, 523, 1521, 815, 314, 986]",0.4972540342268535,7.474467738618001
17,6,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[6, 8]","[(16, 6), (16, 8), (15, 1), (15, 3), (15, 7), (14, 6), (13, 6), (12, 6)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.4675589676318076,4.211750284419255
17,7,{'text': 'I more or less agree with what my peers are saying here.'},"[1, 3, 4, 7]","[(16, 1), (16, 3), (16, 4), (16, 7), (15, 1), (15, 3), (15, 6), (15, 7), (14, 7)]","[40, 517, 393, 1342, 4236, 351, 644, 616, 14495, 389, 2282, 994, 13]",0.462802350918501,4.480547409299927
17,8,"{'text': 'If we are going to make voting compulsory, we should make it compulsory for all citizens.'}","[6, 8]","[(16, 6), (16, 8), (15, 8), (14, 4), (14, 8), (13, 8), (12, 2)]","[1532, 356, 389, 1016, 284, 787, 6709, 31967, 11, 356, 815, 787, 340, 31967, 329, 477, 4290, 13]",0.4593225252729694,4.500300185696638
17,9,"{'text': ""If we're going to make voting compulsory, we should make it compulsory for all citizens.""}",[9],"[(16, 9), (15, 9), (12, 9)]","[1532, 356, 821, 1016, 284, 787, 6709, 31967, 11, 356, 815, 787, 340, 31967, 329, 477, 4290, 13]",0.4835954160939151,3.794601969732604
18,0,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[0, 8]","[(17, 0), (17, 8), (16, 0), (15, 0), (13, 1), (10, 0)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.4654600159537624,4.163300698790265
18,1,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}",[1],"[(17, 1), (16, 1), (16, 3), (16, 4), (16, 7), (15, 1), (15, 7), (11, 1)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.46360550645281884,4.439060930562448
18,2,"{'text': ""If we're going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}",[2],"[(17, 2), (16, 2), (12, 2), (12, 8)]","[1532, 356, 821, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.4736824903790196,4.115140135712732
18,3,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[3, 4]","[(17, 3), (17, 4), (16, 1), (16, 3), (16, 7), (15, 3), (14, 3), (14, 4), (14, 8), (13, 3)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.47306796871307094,4.3101980396326285
18,4,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[3, 4]","[(17, 3), (17, 4), (16, 4), (16, 7), (15, 4), (14, 3), (14, 4), (14, 8)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.4716021883046608,3.9715790872469614
18,5,"{'text': 'I\'m not interested in politics, so why should I vote?"" ""I\'m not interested in politics, so why should I vote?"" ""I\'m not interested in politics, so why should I...'}",[5],"[(17, 5), (16, 5), (13, 5), (12, 5), (11, 5)]","[40, 1101, 407, 4609, 287, 4819, 11, 523, 1521, 815, 314, 3015, 1701, 366, 40, 1101, 407, 4609, 287, 4819, 11, 523, 1521, 815, 314, 3015, 1701, 366, 40, 1101, 407, 4609, 287, 4819, 11, 523, 1521, 815, 314, 986]",0.499539695132462,7.26394414808751
18,6,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}",[6],"[(17, 6), (16, 6), (16, 8), (15, 1), (14, 6), (12, 6)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.4736316642881879,4.249028582432218
18,7,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}",[7],"[(17, 7), (16, 1), (16, 3), (16, 4), (15, 1), (15, 3), (15, 7)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.4681766510984021,4.2595874162001826
18,8,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[0, 8]","[(17, 0), (17, 8), (16, 6), (16, 8), (14, 4), (14, 8)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.4744987823485509,3.9926126383647507
18,9,"{'text': ""If we're going to make voting compulsory, we should make it compulsory for all citizens.""}",[9],"[(17, 9), (16, 9)]","[1532, 356, 821, 1016, 284, 787, 6709, 31967, 11, 356, 815, 787, 340, 31967, 329, 477, 4290, 13]",0.531204296773621,4.012507036056299
19,0,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[0, 1]","[(18, 0), (18, 1), (17, 0), (17, 8), (16, 0), (15, 0), (13, 1), (10, 0)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.46736392409509464,4.299103015957783
19,1,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[0, 1]","[(18, 0), (18, 1), (17, 1), (16, 1), (16, 4), (16, 7), (15, 1), (15, 7)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.46395864073286436,4.385551058032629
19,2,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[2, 3, 6, 8]","[(18, 2), (18, 3), (18, 6), (18, 8), (17, 2), (16, 2), (12, 2), (12, 8)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.47175284050527977,4.212490820357472
19,3,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[2, 3, 4, 6, 8]","[(18, 2), (18, 3), (18, 4), (18, 6), (18, 8), (17, 3), (17, 4), (16, 3), (16, 7), (15, 3), (14, 3), (14, 8), (13, 3)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.4704004580966546,4.205418520858023
19,4,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[3, 4]","[(18, 3), (18, 4), (17, 3), (17, 4), (16, 4), (16, 7), (15, 4), (14, 4), (14, 8)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.4641424402077748,4.075209743000675
19,5,"{'text': 'I\'m not interested in politics, so why should I vote?"" ""I\'m not interested in politics, so why should I vote?"" ""I\'m not interested in politics, so why should I...'}",[5],"[(18, 5), (17, 5), (16, 5), (13, 5), (11, 5)]","[40, 1101, 407, 4609, 287, 4819, 11, 523, 1521, 815, 314, 3015, 1701, 366, 40, 1101, 407, 4609, 287, 4819, 11, 523, 1521, 815, 314, 3015, 1701, 366, 40, 1101, 407, 4609, 287, 4819, 11, 523, 1521, 815, 314, 986]",0.5075490324897718,7.764710646696328
19,6,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[2, 3, 6, 8]","[(18, 2), (18, 3), (18, 6), (18, 8), (17, 6), (16, 6), (16, 8), (15, 1)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.46809925775141065,3.961659511120474
19,7,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}",[7],"[(18, 7), (17, 7), (16, 1), (16, 3), (16, 4), (15, 3), (15, 7)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.46590971552238464,4.2373630263329485
19,8,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[2, 3, 6, 8]","[(18, 2), (18, 3), (18, 6), (18, 8), (17, 8), (16, 6), (16, 8), (14, 4), (14, 8)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.46926719471399503,3.86418238392987
19,9,{'text': 'I more or less agree with what my peers are saying here.'},[9],"[(18, 9), (17, 9)]","[40, 517, 393, 1342, 4236, 351, 644, 616, 14495, 389, 2282, 994, 13]",0.4657809127730134,4.648010031442273
20,0,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[0, 6, 7, 8, 9]","[(19, 0), (19, 6), (19, 7), (19, 8), (19, 9), (18, 0), (18, 1), (17, 0), (17, 8), (16, 0), (15, 0)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.4578793365972793,3.917209271347225
20,1,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[1, 4, 7, 9]","[(19, 1), (19, 4), (19, 7), (19, 9), (18, 0), (18, 1), (17, 1), (16, 1), (16, 4), (16, 7), (15, 1)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.46494453137257286,3.977438700834272
20,2,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[2, 3]","[(19, 2), (19, 3), (18, 2), (18, 3), (18, 6), (18, 8), (17, 2), (12, 2)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.4677787282087698,4.812165784891356
20,3,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[2, 3, 8]","[(19, 2), (19, 3), (19, 8), (18, 2), (18, 3), (18, 4), (18, 6), (18, 8), (17, 3), (17, 4), (16, 3), (16, 7), (13, 3)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.4554888227866109,4.008702684774535
20,4,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[1, 4, 7, 9]","[(19, 1), (19, 4), (19, 7), (19, 9), (18, 3), (18, 4), (17, 3), (17, 4), (16, 4), (16, 7), (14, 4), (14, 8)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.4638779994181779,4.097471792446885
20,5,"{'text': 'I\'m not interested in politics, so why should I vote?"" ""I\'m not interested in politics, so why should I vote?"" ""I\'m not interested in politics, so why should I...'}",[5],"[(19, 5), (18, 5), (17, 5)]","[40, 1101, 407, 4609, 287, 4819, 11, 523, 1521, 815, 314, 3015, 1701, 366, 40, 1101, 407, 4609, 287, 4819, 11, 523, 1521, 815, 314, 3015, 1701, 366, 40, 1101, 407, 4609, 287, 4819, 11, 523, 1521, 815, 314, 986]",0.4990427621770093,6.820006769472875
20,6,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[0, 6, 8]","[(19, 0), (19, 6), (19, 8), (18, 2), (18, 3), (18, 6), (18, 8), (17, 6), (16, 6), (16, 8), (15, 1)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.46564199821582675,3.9061637300336325
20,7,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[0, 1, 4, 7, 9]","[(19, 0), (19, 1), (19, 4), (19, 7), (19, 9), (17, 7), (16, 1), (16, 3), (15, 3)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.4651928566445949,4.087987772901905
