step,agent,post,peers,context,tokens
26,4,"{'text': ""If everyone wants to vote, then why should anyone be forced to do so? The state shouldn't be too involved in people's lives.""}","[3, 4, 6, 7, 8]","[[25, 6], [25, 7], [25, 4], [23, 4], [25, 8], [24, 6], [23, 7], [24, 8], [24, 7], [24, 4], [22, 4], [25, 3], [23, 3], [22, 6], [23, 8]]","[1532, 2506, 3382, 284, 3015, 11, 788, 1521, 815, 2687, 307, 4137, 284, 466, 523, 30, 383, 1181, 6584, 470, 307, 1165, 2950, 287, 661, 338, 3160, 13]"
26,5,"{'text': ""If people have the right to vote, then they shouldn't have to deal with them. They shouldn't have to know you.""}","[0, 1, 2, 5, 9]","[[24, 5], [25, 5], [24, 0], [23, 5], [25, 1], [25, 2], [24, 1], [22, 2], [25, 0], [24, 2], [23, 1], [22, 5], [23, 0], [20, 5], [22, 1]]","[1532, 661, 423, 262, 826, 284, 3015, 11, 788, 484, 6584, 470, 423, 284, 1730, 351, 606, 13, 1119, 6584, 470, 423, 284, 760, 345, 13]"
26,6,"{'text': ""Shouldn't the state be a bit more involved in people's lives? If everyone wants to vote, then why should anyone be forced to do so?""}","[3, 4, 6, 7, 8]","[[22, 6], [25, 6], [23, 8], [25, 3], [24, 6], [23, 6], [23, 7], [24, 7], [24, 3], [25, 4], [24, 8], [24, 4], [23, 4], [25, 8], [22, 8]]","[19926, 77, 470, 262, 1181, 307, 257, 1643, 517, 2950, 287, 661, 338, 3160, 30, 1002, 2506, 3382, 284, 3015, 11, 788, 1521, 815, 2687, 307, 4137, 284, 466, 523, 30]"
26,7,"{'text': ""If everyone wants to vote, then why shouldn't anyone be forced to do so? The state shouldn't be too involved in people's lives.""}","[3, 4, 6, 7, 8]","[[25, 4], [24, 8], [24, 7], [25, 7], [24, 3], [25, 3], [21, 7], [25, 6], [22, 7], [24, 4], [23, 4], [23, 7], [24, 6], [25, 8], [23, 8]]","[1532, 2506, 3382, 284, 3015, 11, 788, 1521, 6584, 470, 2687, 307, 4137, 284, 466, 523, 30, 383, 1181, 6584, 470, 307, 1165, 2950, 287, 661, 338, 3160, 13]"
26,8,"{'text': 'Should it be compulsory for the state to be involved in people\'s lives?"" Is it compulsory for the state to be involved in people\'s lives?'}","[3, 4, 6, 7, 8]","[[24, 8], [23, 7], [24, 4], [25, 7], [23, 8], [22, 8], [25, 8], [25, 6], [24, 6], [25, 3], [25, 4], [23, 6], [24, 3], [24, 7], [22, 4]]","[19926, 340, 307, 31967, 329, 262, 1181, 284, 307, 2950, 287, 661, 338, 3160, 1701, 1148, 340, 31967, 329, 262, 1181, 284, 307, 2950, 287, 661, 338, 3160, 30]"
26,9,"{'text': ""Suppose there was a system of compulsory voting, then there would be a need for it. I'm not sure that this would be such a bad thing.""}","[0, 1, 2, 5, 9]","[[25, 9], [25, 1], [24, 9], [23, 9], [23, 5], [25, 2], [22, 9], [24, 0], [24, 2], [25, 5], [23, 2], [25, 0], [24, 1], [22, 1], [21, 9]]","[15979, 577, 612, 373, 257, 1080, 286, 31967, 6709, 11, 788, 612, 561, 307, 257, 761, 329, 340, 13, 314, 1101, 407, 1654, 326, 428, 561, 307, 884, 257, 2089, 1517, 13]"
27,0,"{'text': ""Suppose there was a system of compulsory voting, then people would have to deal with the government. But they wouldn't have to know you. Why shouldn't they have the right to vote?""}","[0, 1, 2, 5, 9]","[[26, 9], [25, 5], [26, 1], [24, 0], [24, 9], [25, 0], [26, 0], [25, 9], [26, 5], [26, 2], [23, 0], [24, 1], [25, 1], [23, 2], [22, 2]]","[15979, 577, 612, 373, 257, 1080, 286, 31967, 6709, 11, 788, 661, 561, 423, 284, 1730, 351, 262, 1230, 13, 887, 484, 3636, 470, 423, 284, 760, 345, 13, 4162, 6584, 470, 484, 423, 262, 826, 284, 3015, 30]"
27,1,"{'text': ""Suppose people had the right to vote, then they wouldn't have to deal with them. They shouldn't have to know you. Why should they have the right to vote?""}","[0, 1, 2, 5, 9]","[[25, 0], [25, 1], [24, 5], [26, 1], [25, 9], [25, 2], [26, 9], [22, 1], [24, 1], [26, 0], [26, 2], [24, 9], [26, 5], [24, 0], [24, 2]]","[15979, 577, 661, 550, 262, 826, 284, 3015, 11, 788, 484, 3636, 470, 423, 284, 1730, 351, 606, 13, 1119, 6584, 470, 423, 284, 760, 345, 13, 4162, 815, 484, 423, 262, 826, 284, 3015, 30]"
27,2,"{'text': 'If the government were to force people to vote, then they ought to be free to abstain from voting. They ought not to have to know you. Why should they have the right to vote?'}","[0, 1, 2, 5, 9]","[[26, 2], [23, 2], [22, 2], [24, 2], [23, 1], [26, 0], [24, 0], [26, 9], [25, 2], [25, 0], [24, 1], [24, 9], [26, 1], [25, 1], [25, 5]]","[1532, 262, 1230, 547, 284, 2700, 661, 284, 3015, 11, 788, 484, 10783, 284, 307, 1479, 284, 16552, 391, 422, 6709, 13, 1119, 10783, 407, 284, 423, 284, 760, 345, 13, 4162, 815, 484, 423, 262, 826, 284, 3015, 30]"
27,3,"{'text': ""If everyone wanted to vote, then why shouldn't anyone be forced to do so? The state shouldn't be too involved in people's lives.""}","[3, 4, 6, 7, 8]","[[25, 8], [25, 3], [26, 8], [26, 7], [21, 3], [26, 6], [23, 3], [26, 3], [24, 3], [25, 4], [24, 4], [24, 7], [25, 6], [22, 3], [23, 4]]","[1532, 2506, 2227, 284, 3015, 11, 788, 1521, 6584, 470, 2687, 307, 4137, 284, 466, 523, 30, 383, 1181, 6584, 470, 307, 1165, 2950, 287, 661, 338, 3160, 13]"
27,4,"{'text': ""I don't know if I've said this before, but I think compulsory voting is a bad idea. This seems like a really bad idea, so I'm curious about your thoughts on it.""}","[3, 4, 6, 7, 8]","[[25, 7], [24, 6], [23, 4], [24, 7], [25, 4], [24, 4], [25, 6], [26, 6], [26, 4], [26, 3], [22, 4], [26, 8], [26, 7], [22, 6], [24, 8]]","[40, 836, 470, 760, 611, 314, 1053, 531, 428, 878, 11, 475, 314, 892, 31967, 6709, 318, 257, 2089, 2126, 13, 770, 2331, 588, 257, 1107, 2089, 2126, 11, 523, 314, 1101, 11040, 546, 534, 6066, 319, 340, 13]"
27,5,"{'text': ""Suppose there were a system of compulsory voting, then people would have to deal with the government. But they wouldn't have to know you. Why shouldn't they have the right to vote?""}","[0, 1, 2, 5, 9]","[[24, 2], [26, 5], [26, 2], [25, 5], [23, 0], [26, 9], [26, 0], [23, 1], [25, 0], [26, 1], [20, 5], [24, 5], [23, 5], [24, 1], [25, 1]]","[15979, 577, 612, 547, 257, 1080, 286, 31967, 6709, 11, 788, 661, 561, 423, 284, 1730, 351, 262, 1230, 13, 887, 484, 3636, 470, 423, 284, 760, 345, 13, 4162, 6584, 470, 484, 423, 262, 826, 284, 3015, 30]"
27,6,"{'text': 'One way to make voting compulsory would be to introduce a ""conscientious objector category, which would allow people to opt out of voting even if they really want to participate.'}","[3, 4, 6, 7, 8]","[[26, 6], [25, 6], [25, 3], [26, 8], [26, 7], [26, 3], [24, 6], [25, 4], [26, 4], [25, 8], [23, 4], [23, 6], [24, 3], [24, 8], [24, 4]]","[3198, 835, 284, 787, 6709, 31967, 561, 307, 284, 10400, 257, 366, 5936, 43037, 2134, 273, 6536, 11, 543, 561, 1249, 661, 284, 2172, 503, 286, 6709, 772, 611, 484, 1107, 765, 284, 8277, 13]"
27,7,"{'text': ""The state should not be too involved in people's lives. If everyone wanted to vote, then why should anyone be forced to do so?""}","[3, 4, 6, 7, 8]","[[25, 4], [26, 6], [25, 8], [26, 4], [26, 7], [24, 7], [25, 7], [24, 3], [26, 8], [22, 7], [25, 6], [24, 6], [23, 7], [26, 3], [21, 7]]","[464, 1181, 815, 407, 307, 1165, 2950, 287, 661, 338, 3160, 13, 1002, 2506, 2227, 284, 3015, 11, 788, 1521, 815, 2687, 307, 4137, 284, 466, 523, 30]"
27,8,"{'text': ""A political system that imposes a compulsory voting system on its citizens isn't really a democratic political system at all. It's just a common-sense political system.""}","[3, 4, 6, 7, 8]","[[25, 6], [26, 7], [24, 8], [26, 8], [26, 6], [25, 8], [26, 4], [25, 3], [23, 8], [24, 6], [26, 3], [25, 4], [24, 7], [24, 3], [22, 8]]","[32, 1964, 1080, 326, 36794, 257, 31967, 6709, 1080, 319, 663, 4290, 2125, 470, 1107, 257, 10518, 1964, 1080, 379, 477, 13, 632, 338, 655, 257, 2219, 12, 33819, 1964, 1080, 13]"
27,9,"{'text': 'If people have the right to vote, then they ought to have the right to deal with them.'}","[0, 1, 2, 5, 9]","[[25, 1], [26, 9], [24, 9], [23, 9], [22, 9], [25, 9], [26, 5], [26, 0], [24, 2], [26, 1], [25, 2], [26, 2], [25, 5], [25, 0], [23, 5]]","[1532, 661, 423, 262, 826, 284, 3015, 11, 788, 484, 10783, 284, 423, 262, 826, 284, 1730, 351, 606, 13]"
28,0,"{'text': 'There is no reason why compulsory voting should be restricted to the U.S.A. If there were a universal right to vote, then everyone would have the right to vote.'}","[0, 1, 2, 5, 9]","[[22, 2], [27, 0], [26, 0], [26, 2], [24, 0], [27, 1], [25, 9], [23, 0], [27, 2], [25, 0], [27, 9], [27, 5], [24, 9], [26, 9], [26, 5]]","[1858, 318, 645, 1738, 1521, 31967, 6709, 815, 307, 10770, 284, 262, 471, 13, 50, 13, 32, 13, 1002, 612, 547, 257, 10112, 826, 284, 3015, 11, 788, 2506, 561, 423, 262, 826, 284, 3015, 13]"
28,1,"{'text': 'If the government were to force people to vote, then they ought to be free to abstain from voting. They ought not to have to know you. Why should they have the right to vote?'}","[0, 1, 2, 5, 9]","[[26, 0], [27, 1], [26, 5], [27, 5], [27, 9], [26, 2], [26, 9], [27, 0], [27, 2], [25, 1], [26, 1], [25, 9], [24, 1], [24, 9], [24, 2]]","[1532, 262, 1230, 547, 284, 2700, 661, 284, 3015, 11, 788, 484, 10783, 284, 307, 1479, 284, 16552, 391, 422, 6709, 13, 1119, 10783, 407, 284, 423, 284, 760, 345, 13, 4162, 815, 484, 423, 262, 826, 284, 3015, 30]"
28,2,"{'text': ""In a democracy, everyone has the right to vote, even if they're not allowed to deal with them.""}","[0, 1, 2, 5, 9]","[[24, 1], [26, 0], [27, 1], [25, 2], [27, 2], [27, 9], [27, 0], [26, 2], [25, 5], [24, 2], [24, 9], [26, 9], [25, 0], [27, 5], [25, 1]]","[818, 257, 7996, 11, 2506, 468, 262, 826, 284, 3015, 11, 772, 611, 484, 821, 407, 3142, 284, 1730, 351, 606, 13]"
28,3,"{'text': ""If everyone wanted to vote, then why should anyone be forced to do so? The state shouldn't be too involved in people's lives.""}","[3, 4, 6, 7, 8]","[[27, 8], [25, 3], [25, 8], [27, 7], [26, 6], [26, 8], [26, 3], [27, 3], [24, 3], [27, 6], [24, 4], [23, 3], [26, 7], [25, 4], [25, 6]]","[1532, 2506, 2227, 284, 3015, 11, 788, 1521, 815, 2687, 307, 4137, 284, 466, 523, 30, 383, 1181, 6584, 470, 307, 1165, 2950, 287, 661, 338, 3160, 13]"
28,4,"{'text': ""If everybody wanted to vote, then why should anyone be forced to do so? The state should not be too involved in people's lives.""}","[3, 4, 6, 7, 8]","[[27, 7], [26, 8], [27, 6], [27, 4], [27, 8], [22, 4], [26, 4], [25, 4], [27, 3], [26, 7], [25, 7], [24, 4], [26, 3], [24, 8], [25, 6]]","[1532, 7288, 2227, 284, 3015, 11, 788, 1521, 815, 2687, 307, 4137, 284, 466, 523, 30, 383, 1181, 815, 407, 307, 1165, 2950, 287, 661, 338, 3160, 13]"
28,5,"{'text': 'If there is a right to vote, then it might be a good thing if it were made compulsory.'}","[0, 1, 2, 5, 9]","[[27, 1], [26, 5], [27, 2], [27, 0], [25, 1], [25, 5], [24, 5], [27, 5], [26, 9], [26, 0], [27, 9], [26, 1], [26, 2], [25, 0], [24, 2]]","[1532, 612, 318, 257, 826, 284, 3015, 11, 788, 340, 1244, 307, 257, 922, 1517, 611, 340, 547, 925, 31967, 13]"
28,6,"{'text': ""If everyone wants to vote, then why should anyone be forced to do so? The state shouldn't be too involved in people's lives.""}","[3, 4, 6, 7, 8]","[[25, 6], [27, 6], [26, 4], [26, 6], [27, 3], [23, 6], [26, 8], [27, 4], [27, 8], [26, 7], [27, 7], [25, 8], [26, 3], [24, 8], [25, 4]]","[1532, 2506, 3382, 284, 3015, 11, 788, 1521, 815, 2687, 307, 4137, 284, 466, 523, 30, 383, 1181, 6584, 470, 307, 1165, 2950, 287, 661, 338, 3160, 13]"
28,7,"{'text': ""Shouldn't the state be less involved in people's lives? If everyone wants to vote, then why should anyone be forced to do so?""}","[3, 4, 6, 7, 8]","[[26, 7], [24, 7], [26, 3], [26, 8], [25, 6], [27, 7], [27, 3], [27, 8], [26, 6], [24, 3], [27, 6], [26, 4], [27, 4], [23, 7], [25, 7]]","[19926, 77, 470, 262, 1181, 307, 1342, 2950, 287, 661, 338, 3160, 30, 1002, 2506, 3382, 284, 3015, 11, 788, 1521, 815, 2687, 307, 4137, 284, 466, 523, 30]"
28,8,"{'text': ""The state should not be too involved in people's lives. If everyone wanted to vote, then why should anyone be forced to do so?""}","[3, 4, 6, 7, 8]","[[27, 7], [27, 8], [27, 4], [24, 8], [26, 6], [25, 8], [26, 8], [27, 6], [26, 4], [22, 8], [25, 3], [26, 3], [25, 4], [27, 3], [26, 7]]","[464, 1181, 815, 407, 307, 1165, 2950, 287, 661, 338, 3160, 13, 1002, 2506, 2227, 284, 3015, 11, 788, 1521, 815, 2687, 307, 4137, 284, 466, 523, 30]"
28,9,"{'text': ""If you give people the right to vote, then they shouldn't have to deal with them. They ought to be free to abstain from voting. They ought not to have to know you.""}","[0, 1, 2, 5, 9]","[[26, 0], [26, 2], [25, 2], [27, 9], [27, 5], [25, 0], [26, 5], [27, 1], [23, 9], [25, 1], [26, 9], [25, 9], [27, 2], [26, 1], [24, 9]]","[1532, 345, 1577, 661, 262, 826, 284, 3015, 11, 788, 484, 6584, 470, 423, 284, 1730, 351, 606, 13, 1119, 10783, 284, 307, 1479, 284, 16552, 391, 422, 6709, 13, 1119, 10783, 407, 284, 423, 284, 760, 345, 13]"
29,0,"{'text': ""If it's compulsory, then it should be made compulsory, so that everyone would have the right to vote and deal with the government.""}","[0, 1, 2, 5, 9]","[[25, 0], [28, 9], [28, 5], [28, 0], [24, 0], [26, 0], [27, 0], [28, 1], [27, 5], [28, 2], [27, 2], [27, 9], [26, 2], [26, 5], [26, 9]]","[1532, 340, 338, 31967, 11, 788, 340, 815, 307, 925, 31967, 11, 523, 326, 2506, 561, 423, 262, 826, 284, 3015, 290, 1730, 351, 262, 1230, 13]"
29,1,"{'text': 'If you give people the right to vote, then they ought not to have to deal with them. They ought to be free to abstain from voting.'}","[0, 1, 2, 5, 9]","[[28, 5], [24, 1], [28, 1], [27, 1], [28, 2], [28, 9], [26, 1], [27, 2], [28, 0], [27, 0], [26, 9], [27, 9], [25, 1], [26, 0], [27, 5]]","[1532, 345, 1577, 661, 262, 826, 284, 3015, 11, 788, 484, 10783, 407, 284, 423, 284, 1730, 351, 606, 13, 1119, 10783, 284, 307, 1479, 284, 16552, 391, 422, 6709, 13]"
29,2,"{'text': ""If you have the right to vote, then you ought to have the right to deal with the government. You'll have to deal with them all the time.""}","[0, 1, 2, 5, 9]","[[28, 2], [27, 1], [28, 0], [28, 9], [24, 2], [28, 1], [27, 2], [27, 5], [26, 9], [25, 2], [28, 5], [25, 1], [26, 0], [27, 0], [27, 9]]","[1532, 345, 423, 262, 826, 284, 3015, 11, 788, 345, 10783, 284, 423, 262, 826, 284, 1730, 351, 262, 1230, 13, 921, 1183, 423, 284, 1730, 351, 606, 477, 262, 640, 13]"
29,3,"{'text': ""Shouldn't the state be less involved in people's lives? If everyone wants to vote, then why should anyone be forced to do so?""}","[3, 4, 6, 7, 8]","[[28, 8], [28, 3], [27, 7], [25, 6], [26, 3], [26, 6], [27, 3], [28, 4], [28, 6], [25, 3], [28, 7], [27, 8], [26, 8], [25, 4], [27, 6]]","[19926, 77, 470, 262, 1181, 307, 1342, 2950, 287, 661, 338, 3160, 30, 1002, 2506, 3382, 284, 3015, 11, 788, 1521, 815, 2687, 307, 4137, 284, 466, 523, 30]"
29,4,"{'text': ""When we talk about the 'right to vote', we're talking about a right that people have to vote. They're not given a choice.""}","[3, 4, 6, 7, 8]","[[27, 7], [26, 4], [27, 6], [28, 4], [24, 4], [24, 8], [25, 4], [27, 4], [28, 6], [26, 7], [27, 8], [28, 3], [26, 8], [28, 7], [25, 6]]","[2215, 356, 1561, 546, 262, 705, 3506, 284, 3015, 3256, 356, 821, 3375, 546, 257, 826, 326, 661, 423, 284, 3015, 13, 1119, 821, 407, 1813, 257, 3572, 13]"
29,5,"{'text': ""Suppose there was a system of compulsory voting, then people would have to deal with the government. But they wouldn't have to know you. Why shouldn't they have the right to vote?""}","[0, 1, 2, 5, 9]","[[28, 9], [26, 5], [27, 2], [28, 5], [27, 5], [26, 0], [28, 1], [28, 2], [26, 2], [26, 9], [27, 0], [28, 0], [27, 1], [25, 5], [26, 1]]","[15979, 577, 612, 373, 257, 1080, 286, 31967, 6709, 11, 788, 661, 561, 423, 284, 1730, 351, 262, 1230, 13, 887, 484, 3636, 470, 423, 284, 760, 345, 13, 4162, 6584, 470, 484, 423, 262, 826, 284, 3015, 30]"
29,6,"{'text': ""There are several ways to make voting compulsory. If everyone wanted to vote, then why shouldn't anyone be forced to do so?""}","[3, 4, 6, 7, 8]","[[27, 7], [28, 6], [28, 4], [26, 4], [27, 6], [27, 3], [27, 4], [28, 8], [26, 6], [28, 7], [26, 3], [26, 8], [25, 6], [26, 7], [25, 8]]","[1858, 389, 1811, 2842, 284, 787, 6709, 31967, 13, 1002, 2506, 2227, 284, 3015, 11, 788, 1521, 6584, 470, 2687, 307, 4137, 284, 466, 523, 30]"
29,7,"{'text': ""If everyone wanted to vote, then why should anyone be forced to do so? The state shouldn't be too involved in people's lives.""}","[3, 4, 6, 7, 8]","[[27, 7], [28, 4], [27, 8], [26, 7], [27, 6], [27, 4], [26, 4], [28, 7], [25, 7], [28, 8], [26, 6], [28, 3], [28, 6], [24, 7], [27, 3]]","[1532, 2506, 2227, 284, 3015, 11, 788, 1521, 815, 2687, 307, 4137, 284, 466, 523, 30, 383, 1181, 6584, 470, 307, 1165, 2950, 287, 661, 338, 3160, 13]"
29,8,"{'text': ""If everybody really wanted to vote, then why should anyone be forced to do so? The state shouldn't be too involved in people's lives.""}","[3, 4, 6, 7, 8]","[[27, 8], [28, 6], [28, 3], [26, 8], [28, 8], [27, 7], [28, 7], [24, 8], [27, 6], [26, 7], [25, 8], [27, 3], [26, 6], [27, 4], [28, 4]]","[1532, 7288, 1107, 2227, 284, 3015, 11, 788, 1521, 815, 2687, 307, 4137, 284, 466, 523, 30, 383, 1181, 6584, 470, 307, 1165, 2950, 287, 661, 338, 3160, 13]"
29,9,"{'text': ""I'm not sure that the benefits of compulsory voting could be enormous. What would be wrong with that?""}","[0, 1, 2, 5, 9]","[[28, 9], [28, 5], [28, 1], [27, 1], [25, 2], [26, 1], [28, 2], [28, 0], [27, 9], [26, 9], [24, 9], [27, 5], [25, 9], [26, 0], [25, 1]]","[40, 1101, 407, 1654, 326, 262, 4034, 286, 31967, 6709, 714, 307, 9812, 13, 1867, 561, 307, 2642, 351, 326, 30]"
30,0,"{'text': ""Suppose you give people the right to vote, but don't give them the right to deal with them. They shouldn't have to know you. Why shouldn't they have the right to vote?""}","[0, 1, 2, 5, 9]","[[29, 1], [29, 0], [28, 0], [26, 0], [28, 9], [28, 1], [29, 5], [29, 9], [28, 2], [27, 0], [27, 9], [29, 2], [28, 5], [27, 2], [26, 2]]","[15979, 577, 345, 1577, 661, 262, 826, 284, 3015, 11, 475, 836, 470, 1577, 606, 262, 826, 284, 1730, 351, 606, 13, 1119, 6584, 470, 423, 284, 760, 345, 13, 4162, 6584, 470, 484, 423, 262, 826, 284, 3015, 30]"
30,1,"{'text': 'If the government were to force people to vote, then they ought to be free to abstain from voting. They ought not to have to know you. Why should they have the right to vote?'}","[0, 1, 2, 5, 9]","[[29, 1], [28, 5], [25, 1], [27, 2], [26, 9], [26, 1], [29, 9], [27, 1], [27, 5], [29, 5], [28, 9], [28, 1], [29, 0], [28, 2], [29, 2]]","[1532, 262, 1230, 547, 284, 2700, 661, 284, 3015, 11, 788, 484, 10783, 284, 307, 1479, 284, 16552, 391, 422, 6709, 13, 1119, 10783, 407, 284, 423, 284, 760, 345, 13, 4162, 815, 484, 423, 262, 826, 284, 3015, 30]"
30,2,"{'text': ""Suppose there were a system of compulsory voting, then there would be a need for it. I'm not sure that this would be such a bad thing.""}","[0, 1, 2, 5, 9]","[[29, 9], [28, 0], [29, 2], [29, 5], [26, 9], [28, 1], [28, 2], [27, 2], [29, 1], [27, 1], [26, 0], [29, 0], [28, 5], [28, 9], [27, 9]]","[15979, 577, 612, 547, 257, 1080, 286, 31967, 6709, 11, 788, 612, 561, 307, 257, 761, 329, 340, 13, 314, 1101, 407, 1654, 326, 428, 561, 307, 884, 257, 2089, 1517, 13]"
30,3,"{'text': 'Why should anyone be forced to do so?"" The state shouldn\'t be too involved in people\'s lives.'}","[3, 4, 6, 7, 8]","[[28, 6], [25, 3], [29, 3], [27, 8], [28, 3], [29, 8], [26, 6], [29, 4], [28, 4], [29, 7], [26, 8], [28, 7], [27, 3], [29, 6], [25, 6]]","[5195, 815, 2687, 307, 4137, 284, 466, 523, 1701, 383, 1181, 6584, 470, 307, 1165, 2950, 287, 661, 338, 3160, 13]"
30,4,"{'text': ""As long as a majority of people want to vote, it shouldn't be compulsory for the state to force them to do so. I think that's a good thing.""}","[3, 4, 6, 7, 8]","[[27, 4], [28, 4], [28, 7], [28, 6], [29, 4], [29, 6], [29, 3], [29, 7], [27, 6], [25, 4], [29, 8], [26, 8], [24, 4], [27, 8], [27, 7]]","[1722, 890, 355, 257, 3741, 286, 661, 765, 284, 3015, 11, 340, 6584, 470, 307, 31967, 329, 262, 1181, 284, 2700, 606, 284, 466, 523, 13, 314, 892, 326, 338, 257, 922, 1517, 13]"
30,5,"{'text': 'Even if nobody had the right to vote, the government would still have to deal with them all the time. Therefore, the right to vote should not be restricted to the U.S.A.'}","[0, 1, 2, 5, 9]","[[28, 2], [29, 5], [29, 2], [27, 0], [28, 9], [28, 5], [28, 1], [26, 5], [29, 1], [29, 0], [26, 9], [27, 5], [27, 1], [28, 0], [29, 9]]","[6104, 611, 8168, 550, 262, 826, 284, 3015, 11, 262, 1230, 561, 991, 423, 284, 1730, 351, 606, 477, 262, 640, 13, 8447, 11, 262, 826, 284, 3015, 815, 407, 307, 10770, 284, 262, 471, 13, 50, 13, 32, 13]"
30,6,"{'text': ""It's a bit odd that the state doesn't have to be too involved in people's lives. If everyone wanted to vote, then why should anyone be forced to do so?""}","[3, 4, 6, 7, 8]","[[28, 7], [28, 6], [29, 6], [29, 3], [26, 6], [27, 6], [29, 7], [26, 4], [28, 8], [29, 4], [26, 8], [29, 8], [25, 6], [27, 7], [28, 4]]","[1026, 338, 257, 1643, 5629, 326, 262, 1181, 1595, 470, 423, 284, 307, 1165, 2950, 287, 661, 338, 3160, 13, 1002, 2506, 2227, 284, 3015, 11, 788, 1521, 815, 2687, 307, 4137, 284, 466, 523, 30]"
30,7,"{'text': ""The state shouldn't have too much involvement in people's lives. If everyone really wanted to vote, then why should anyone be forced to do so?""}","[3, 4, 6, 7, 8]","[[29, 4], [27, 8], [26, 7], [28, 7], [29, 3], [27, 7], [29, 7], [28, 3], [28, 8], [29, 6], [28, 4], [27, 3], [28, 6], [29, 8], [25, 7]]","[464, 1181, 6584, 470, 423, 1165, 881, 9750, 287, 661, 338, 3160, 13, 1002, 2506, 1107, 2227, 284, 3015, 11, 788, 1521, 815, 2687, 307, 4137, 284, 466, 523, 30]"
30,8,"{'text': ""The state should not be too involved in people's lives. If everyone wanted to vote, then why should anyone be forced to do so?""}","[3, 4, 6, 7, 8]","[[29, 8], [27, 8], [29, 7], [26, 8], [29, 3], [28, 8], [28, 7], [29, 6], [28, 4], [27, 3], [27, 4], [29, 4], [25, 8], [28, 3], [28, 6]]","[464, 1181, 815, 407, 307, 1165, 2950, 287, 661, 338, 3160, 13, 1002, 2506, 2227, 284, 3015, 11, 788, 1521, 815, 2687, 307, 4137, 284, 466, 523, 30]"
30,9,"{'text': 'If you give people the right to vote, then they ought not to have to deal with them. They ought to be free to abstain from voting.'}","[0, 1, 2, 5, 9]","[[29, 9], [29, 0], [27, 5], [29, 1], [27, 9], [29, 5], [28, 9], [28, 5], [25, 9], [28, 2], [28, 1], [26, 9], [29, 2], [28, 0], [27, 1]]","[1532, 345, 1577, 661, 262, 826, 284, 3015, 11, 788, 484, 10783, 407, 284, 423, 284, 1730, 351, 606, 13, 1119, 10783, 284, 307, 1479, 284, 16552, 391, 422, 6709, 13]"
31,0,"{'text': 'If the government were to force people to vote, then they ought to be free to abstain from voting. They ought not to have to know you. Why should they have the right to vote?'}","[0, 1, 2, 5, 9]","[[29, 5], [30, 0], [29, 1], [29, 0], [29, 2], [30, 2], [28, 0], [30, 9], [26, 2], [30, 5], [30, 1], [27, 0], [28, 1], [28, 9], [29, 9]]","[1532, 262, 1230, 547, 284, 2700, 661, 284, 3015, 11, 788, 484, 10783, 284, 307, 1479, 284, 16552, 391, 422, 6709, 13, 1119, 10783, 407, 284, 423, 284, 760, 345, 13, 4162, 815, 484, 423, 262, 826, 284, 3015, 30]"
31,1,"{'text': ""Suppose you give people the right to vote, but don't give them the right to deal with them. They ought not to have to know you. Why should they have the right to vote?""}","[0, 1, 2, 5, 9]","[[30, 5], [30, 2], [29, 1], [30, 1], [29, 9], [30, 0], [26, 1], [26, 9], [28, 1], [28, 9], [30, 9], [27, 2], [28, 2], [29, 2], [27, 5]]","[15979, 577, 345, 1577, 661, 262, 826, 284, 3015, 11, 475, 836, 470, 1577, 606, 262, 826, 284, 1730, 351, 606, 13, 1119, 10783, 407, 284, 423, 284, 760, 345, 13, 4162, 815, 484, 423, 262, 826, 284, 3015, 30]"
31,2,"{'text': 'If the government were to force people to vote, then they ought to be free to abstain from voting. They ought not to have to know you. Why should they have the right to vote?'}","[0, 1, 2, 5, 9]","[[30, 2], [30, 1], [30, 5], [29, 2], [28, 5], [27, 2], [28, 2], [29, 0], [28, 1], [29, 9], [28, 9], [29, 5], [30, 9], [29, 1], [30, 0]]","[1532, 262, 1230, 547, 284, 2700, 661, 284, 3015, 11, 788, 484, 10783, 284, 307, 1479, 284, 16552, 391, 422, 6709, 13, 1119, 10783, 407, 284, 423, 284, 760, 345, 13, 4162, 815, 484, 423, 262, 826, 284, 3015, 30]"
31,3,"{'text': ""Consciously or unconsciously, most people may feel that the state should be too involved in people's lives.""}","[3, 4, 6, 7, 8]","[[30, 3], [29, 3], [30, 6], [30, 7], [27, 3], [30, 4], [29, 6], [28, 3], [30, 8], [29, 8], [29, 4], [25, 3], [28, 6], [28, 7], [29, 7]]","[9444, 4680, 306, 393, 48570, 11, 749, 661, 743, 1254, 326, 262, 1181, 815, 307, 1165, 2950, 287, 661, 338, 3160, 13]"
31,4,"{'text': ""If everyone wanted to vote, then why should anyone be forced to do so? The state should not be too involved in people's lives.""}","[3, 4, 6, 7, 8]","[[30, 6], [30, 8], [30, 7], [30, 4], [27, 8], [25, 4], [29, 4], [29, 7], [27, 7], [28, 4], [29, 8], [30, 3], [27, 4], [29, 6], [29, 3]]","[1532, 2506, 2227, 284, 3015, 11, 788, 1521, 815, 2687, 307, 4137, 284, 466, 523, 30, 383, 1181, 815, 407, 307, 1165, 2950, 287, 661, 338, 3160, 13]"
